Date,Open,High,Low,Close
2024-03-24 03:51:01,0.17031441149150633,undefined,undefined,undefined
2024-03-24 03:55:50,0.16970960288515932,undefined,undefined,undefined
2024-03-24 04:01:49,0.1692822867386111,undefined,undefined,undefined
2024-03-24 04:06:00,0.16943135965590375,undefined,undefined,undefined
2024-03-24 04:11:16,0.17018676199427812,undefined,undefined,undefined
2024-03-24 04:15:56,0.1699094378944446,undefined,undefined,undefined
2024-03-24 04:20:45,0.16996932019784794,undefined,undefined,undefined
2024-03-24 04:25:54,0.16970832229901653,undefined,undefined,undefined
2024-03-24 04:31:54,0.16955182537973035,undefined,undefined,undefined
2024-03-24 04:35:18,0.16940306244105624,undefined,undefined,undefined
2024-03-24 04:41:42,0.1685109534803579,undefined,undefined,undefined
2024-03-24 04:46:09,0.1691880942314929,undefined,undefined,undefined
2024-03-24 04:50:48,0.1694444182984983,undefined,undefined,undefined
2024-03-24 04:55:44,0.16970746278376517,undefined,undefined,undefined
2024-03-24 05:01:22,0.17040581937066968,undefined,undefined,undefined
2024-03-24 05:05:19,0.17029652003837695,undefined,undefined,undefined
2024-03-24 05:09:55,0.1698984602268445,undefined,undefined,undefined
2024-03-24 05:15:57,0.16940657777608115,undefined,undefined,undefined
2024-03-24 05:21:18,0.16990828716949846,undefined,undefined,undefined
2024-03-24 05:25:31,0.17005987971497336,undefined,undefined,undefined
2024-03-24 05:30:00,0.16998207536735963,undefined,undefined,undefined
2024-03-24 05:35:59,0.17040265118317338,undefined,undefined,undefined
2024-03-24 05:41:13,0.17035410943137552,undefined,undefined,undefined
2024-03-24 05:45:43,0.17071065156623313,undefined,undefined,undefined
2024-03-24 05:50:34,0.17111815494014845,undefined,undefined,undefined
2024-03-24 05:55:45,0.17142631704403616,undefined,undefined,undefined
2024-03-24 06:00:41,0.17133466256906596,undefined,undefined,undefined
2024-03-24 06:05:07,0.17085550980266204,undefined,undefined,undefined
2024-03-24 06:11:53,0.17135222531915018,undefined,undefined,undefined
2024-03-24 06:15:41,0.1723765294364223,undefined,undefined,undefined
2024-03-24 06:20:00,0.17264654275557648,undefined,undefined,undefined
2024-03-24 06:25:43,0.17281640932917916,undefined,undefined,undefined
2024-03-24 06:31:21,0.17326538317219697,undefined,undefined,undefined
