Date,Close
2024-01-23 20:19:58,39287.684579609886
2024-01-23 20:25:05,39196.27622036168
2024-01-23 20:30:02,39248.006748048734
2024-01-23 20:34:58,39281.31639164186
2024-01-23 20:40:14,39302.2838164277
2024-01-23 20:45:11,39212.531309316495
2024-01-23 20:50:08,39303.56686421661
2024-01-23 20:55:10,39239.82878269436
2024-01-23 21:00:08,39026.836443195476
2024-01-23 21:04:59,39213.651684122706
2024-01-23 21:10:02,39107.10694356189
2024-01-23 21:15:05,39170.930027914306
2024-01-23 21:20:14,39076.13111515329
2024-01-23 21:24:48,39062.988893773414
2024-01-23 21:30:06,39124.23162466906
2024-01-23 21:35:00,39125.77034639442
2024-01-23 21:39:55,39153.188876623906
2024-01-23 21:45:11,39171.399406567274
2024-01-23 21:50:03,39113.37028181293
2024-01-23 21:55:03,39128.65329136373
2024-01-23 22:00:13,39220.91280429736
2024-01-23 22:05:03,39164.180702959435
2024-01-23 22:10:00,39258.41784567572
2024-01-23 22:15:02,39303.722356453065
2024-01-23 22:20:19,39290.1233140197
2024-01-23 22:24:57,39379.519294368125
2024-01-23 22:29:53,39401.52994462457
2024-01-23 22:34:55,39393.140499530135
2024-01-23 22:39:50,39417.692972131474
2024-01-23 22:44:55,39488.01392313211
2024-01-23 22:49:54,39466.69343592659
2024-01-23 22:54:58,39420.3681524835
2024-01-23 23:00:24,39446.54879993525
2024-01-23 23:05:09,39498.253298759104
2024-01-23 23:09:55,39517.97832759289
2024-01-23 23:14:58,39581.115475856226
2024-01-23 23:20:03,39558.04477253559
2024-01-23 23:24:57,39611.95059102705
2024-01-23 23:30:03,39776.2068939229
2024-01-23 23:35:02,39747.24511798401
2024-01-23 23:40:02,39715.55219656135
2024-01-23 23:45:06,39683.12862950918
2024-01-23 23:50:09,39738.33480553009
2024-01-23 23:55:07,39833.45410501688
2024-01-24 00:00:11,39852.04787124166
2024-01-24 00:04:51,39882.573895251306
2024-01-24 00:10:04,39918.129501328716
2024-01-24 00:14:58,39792.53255133922
2024-01-24 00:20:07,39761.674646820764
2024-01-24 00:25:02,39890.2880559798
2024-01-24 00:30:02,39828.1407783226
2024-01-24 00:35:06,39925.81066651125
2024-01-24 00:40:02,39925.01703472788
2024-01-24 00:44:59,39937.730526687854
2024-01-24 00:50:02,40032.81360874013
2024-01-24 00:54:56,40210.39205217448
2024-01-24 00:59:55,40159.28315202897
2024-01-24 01:05:11,40029.345112839386
2024-01-24 01:10:10,39985.94344574012
2024-01-24 01:14:58,39927.429575914764
2024-01-24 01:20:04,39888.99077071098
2024-01-24 01:25:03,39863.98639605021
2024-01-24 01:30:07,39924.11196415149
2024-01-24 01:35:08,39945.73341439718
2024-01-24 01:40:02,39854.333721115014
2024-01-24 01:45:38,39812.20643375919
2024-01-24 01:51:30,39829.540791353975
2024-01-24 01:55:43,39806.81673152066
2024-01-24 02:02:00,39749.173929262644
2024-01-24 02:06:02,39683.43397653941
2024-01-24 02:11:47,39789.585702704026
2024-01-24 02:15:55,39771.33078837181
2024-01-24 02:20:00,39826.70228327629
2024-01-24 02:25:25,39849.311416972654
2024-01-24 02:30:25,39799.86854162472
2024-01-24 02:35:20,39852.5895101366
2024-01-24 02:40:35,39847.49739949499
2024-01-24 02:45:14,39848.05974718945
2024-01-24 02:51:26,39729.65428138911
2024-01-24 02:55:11,39690.774829015725
2024-01-24 03:01:34,39731.838872715416
2024-01-24 03:05:52,39711.17515283223
2024-01-24 03:11:56,39670.093816922745
2024-01-24 03:16:06,39737.464727540384
2024-01-24 03:22:08,39764.40114381125
2024-01-24 03:27:00,39583.0703454892
2024-01-24 03:32:24,39592.03587241603
2024-01-24 03:36:53,39568.718196547
2024-01-24 03:40:03,39543.8921391142
2024-01-24 03:45:12,39631.72309061183
2024-01-24 03:49:49,39635.78179195064
2024-01-24 03:54:58,39596.41017837393
2024-01-24 04:00:19,39584.698200615494
2024-01-24 04:05:03,39611.70345603349
2024-01-24 04:10:16,39615.15085639142
2024-01-24 04:15:14,39552.80489150346
2024-01-24 04:19:56,39611.97170024933
2024-01-24 04:24:55,39621.15681036233
2024-01-24 04:30:04,39632.98663485852
2024-01-24 04:34:58,39677.56047525045
2024-01-24 04:40:01,39672.26144979974
2024-01-24 04:45:01,39627.386491712634
2024-01-24 04:50:21,39697.61306392138
2024-01-24 04:55:01,39657.84673872781
2024-01-24 05:00:06,39627.050141419524
2024-01-24 05:05:09,39659.93701910295
2024-01-24 05:10:16,39677.444859682364
2024-01-24 05:15:12,39725.82593204402
2024-01-24 05:20:14,39766.29884405627
2024-01-24 05:25:13,39728.91277729993
2024-01-24 05:29:55,39745.59631415709
2024-01-24 05:35:12,39784.9575640587
2024-01-24 05:40:08,39758.56468330724
2024-01-24 05:45:12,39726.59855551037
2024-01-24 05:50:16,39724.685263829335
2024-01-24 05:55:08,39696.58137674353
2024-01-24 06:02:09,39784.02386777791
2024-01-24 06:06:02,39748.33944256112
2024-01-24 06:10:00,39703.1918364998
